%time,field.header.seq,field.header.stamp,field.header.frame_id
1766573246689582594,34,1766573189756768795,path
1766573246938485221,35,1766573246691221159,path,0,0,,66.14959716796875,52.145668029785156,0.0,0.0,0.0,0.0,0.0,0,0,,65.15771484375,52.263343811035156,0.0,0.0,0.0,0.0,0.0,0,0,,64.19908905029297,52.543941497802734,0.0,0.0,0.0,0.0,0.0,0,0,,63.3003044128418,52.979679107666016,0.0,0.0,0.0,0.0,0.0,0,0,,62.48625946044922,53.55848693847656,0.0,0.0,0.0,0.0,0.0,0,0,,61.77951431274414,54.264320373535156,0.0,0.0,0.0,0.0,0.0,0,0,,61.19965744018555,55.07761764526367,0.0,0.0,0.0,0.0,0.0,0,0,,60.762760162353516,55.9758415222168,0.0,0.0,0.0,0.0,0.0,0,0,,60.48093032836914,56.93410110473633,0.0,0.0,0.0,0.0,0.0,0,0,,60.361976623535156,57.92583465576172,0.0,0.0,0.0,0.0,0.0,0,0,,60.40919494628906,58.923561096191406,0.0,0.0,0.0,0.0,0.0,0,0,,60.62127685546875,59.899627685546875,0.0,0.0,0.0,0.0,0.0,0,0,,60.992347717285156,60.826988220214844,0.0,0.0,0.0,0.0,0.0,0,0,,61.51211929321289,61.679935455322266,0.0,0.0,0.0,0.0,0.0,0,0,,62.16619110107422,62.434837341308594,0.0,0.0,0.0,0.0,0.0,0,0,,62.93643569946289,63.07077407836914,0.0,0.0,0.0,0.0,0.0,0,0,,63.80150604248047,63.57011413574219,0.0,0.0,0.0,0.0,0.0,0,0,,64.7374267578125,63.91902542114258,0.0,0.0,0.0,0.0,0.0,0,0,,65.71826171875,64.10783386230469,0.0,0.0,0.0,0.0,0.0,0,0,,66.71682739257812,64.13130950927734,0.0,0.0,0.0,0.0,0.0,0,0,,67.70545196533203,63.988800048828125,0.0,0.0,0.0,0.0,0.0,0,0,,68.65673828125,63.684261322021484,0.0,0.0,0.0,0.0,0.0,0,0,,69.54431915283203,63.22612380981445,0.0,0.0,0.0,0.0,0.0,0,0,,70.34359741210938,62.62709045410156,0.0,0.0,0.0,0.0,0.0,0,0,,71.03242492675781,61.90375900268555,0.0,0.0,0.0,0.0,0.0,0,0,,71.59170532226562,61.07617950439453,0.0,0.0,0.0,0.0,0.0,0,0,,72.00594329833984,60.16728210449219,0.0,0.0,0.0,0.0,0.0,0,0,,72.26366424560547,59.2022590637207,0.0,0.0,0.0,0.0,0.0,0,0,,72.35771942138672,58.207855224609375,0.0,0.0,0.0,0.0,0.0,0,0,,72.2854995727539,57.21162414550781,0.0,0.0,0.0,0.0,0.0,0,0,,72.05196380615234,56.240264892578125,0.0,0.0,0.0,0.0,0.0,0,0,,71.76577758789062,55.2820930480957,0.0,0.0,0.0,0.0,0.0,0,0,,71.47958374023438,54.32392120361328,0.0,0.0,0.0,0.0,0.0,0,0,,71.19339752197266,53.365745544433594,0.0,0.0,0.0,0.0,0.0,0,0,,70.9072036743164,52.40757369995117,0.0,0.0,0.0,0.0,0.0,0,0,,70.62100982666016,51.44940185546875,0.0,0.0,0.0,0.0,0.0,0,0,,70.33482360839844,50.49123001098633,0.0,0.0,0.0,0.0,0.0,0,0,,70.04862976074219,49.53305435180664,0.0,0.0,0.0,0.0,0.0,0,0,,69.76244354248047,48.57488250732422,0.0,0.0,0.0,0.0,0.0,0,0,,69.4394302368164,47.62924575805664,0.0,0.0,0.0,0.0,0.0,0,0,,68.97158813476562,46.74674606323242,0.0,0.0,0.0,0.0,0.0,0,0,,68.36382293701172,45.95408630371094,0.0,0.0,0.0,0.0,0.0,0,0,,67.63298034667969,45.27323532104492,0.0,0.0,0.0,0.0,0.0,0,0,,66.79931640625,44.72306442260742,0.0,0.0,0.0,0.0,0.0,0,0,,65.88593292236328,44.318817138671875,0.0,0.0,0.0,0.0,0.0,0,0,,64.91814422607422,44.07170104980469,0.0,0.0,0.0,0.0,0.0,0,0,,63.92276382446289,43.98855972290039,0.0,0.0,0.0,0.0,0.0
1766573251852960826,36,1766573246691221159,path
1766573254336215464,37,1766573253945180935,path,0,0,,15.178435325622559,49.63844299316406,0.0,0.0,0.0,0.0,0.0,0,0,,14.184013366699219,49.73231506347656,0.0,0.0,0.0,0.0,0.0,0,0,,13.21894359588623,49.9898567199707,0.0,0.0,0.0,0.0,0.0,0,0,,12.26290512084961,50.27955627441406,0.0,0.0,0.0,0.0,0.0,0,0,,11.272416114807129,50.40847396850586,0.0,0.0,0.0,0.0,0.0,0,0,,10.27426528930664,50.37128448486328,0.0,0.0,0.0,0.0,0.0,0,0,,9.29611587524414,50.16902542114258,0.0,0.0,0.0,0.0,0.0,0,0,,8.365074157714844,49.80729293823242,0.0,0.0,0.0,0.0,0.0,0,0,,7.506943225860596,49.296119689941406,0.0,0.0,0.0,0.0,0.0,0,0,,6.745505332946777,48.6496696472168,0.0,0.0,0.0,0.0,0.0,0,0,,6.101861953735352,47.8858528137207,0.0,0.0,0.0,0.0,0.0,0,0,,5.593851089477539,47.025848388671875,0.0,0.0,0.0,0.0,0.0,0,0,,5.235551834106445,46.09347915649414,0.0,0.0,0.0,0.0,0.0,0,0,,5.036893367767334,45.114593505859375,0.0,0.0,0.0,0.0,0.0,0,0,,5.003381729125977,44.116310119628906,0.0,0.0,0.0,0.0,0.0,0,0,,5.135944843292236,43.126304626464844,0.0,0.0,0.0,0.0,0.0,0,0,,5.430909633636475,42.1720085144043,0.0,0.0,0.0,0.0,0.0,0,0,,5.880101680755615,41.27986526489258,0.0,0.0,0.0,0.0,0.0,0,0,,6.471071720123291,40.474609375,0.0,0.0,0.0,0.0,0.0,0,0,,7.187442302703857,39.77854537963867,0.0,0.0,0.0,0.0,0.0,0,0,,8.009359359741211,39.210975646972656,0.0,0.0,0.0,0.0,0.0,0,0,,8.914046287536621,38.787620544433594,0.0,0.0,0.0,0.0,0.0,0,0,,9.876429557800293,38.52021408081055,0.0,0.0,0.0,0.0,0.0,0,0,,10.869839668273926,38.41617202758789,0.0,0.0,0.0,0.0,0.0,0,0,,11.866744041442871,38.478370666503906,0.0,0.0,0.0,0.0,0.0,0,0,,12.860743522644043,38.578189849853516,0.0,0.0,0.0,0.0,0.0,0,0,,13.857531547546387,38.5141487121582,0.0,0.0,0.0,0.0,0.0,0,0,,14.829882621765137,38.2856330871582,0.0,0.0,0.0,0.0,0.0,0,0,,15.529669761657715,38.188838958740234,0.0,0.0,0.0,0.0,0.0,0,0,,16.23598289489746,38.17496871948242,0.0,0.0,0.0,0.0,0.0,0,0,,16.939029693603516,38.24421310424805,0.0,0.0,0.0,0.0,0.0,0,0,,17.629064559936523,38.39561080932617,0.0,0.0,0.0,0.0,0.0,0,0,,18.29652214050293,38.6270637512207,0.0,0.0,0.0,0.0,0.0,0,0,,18.999568939208984,38.69630813598633,0.0,0.0,0.0,0.0,0.0,0,0,,19.705881118774414,38.682437896728516,0.0,0.0,0.0,0.0,0.0,0,0,,20.405668258666992,38.58564376831055,0.0,0.0,0.0,0.0,0.0,0,0,,21.108715057373047,38.65488815307617,0.0,0.0,0.0,0.0,0.0,0,0,,21.798749923706055,38.8062858581543,0.0,0.0,0.0,0.0,0.0,0,0,,22.46620750427246,39.03773880004883,0.0,0.0,0.0,0.0,0.0,0,0,,23.10183334350586,39.346038818359375,0.0,0.0,0.0,0.0,0.0,0,0,,23.791868209838867,39.4974365234375,0.0,0.0,0.0,0.0,0.0,0,0,,24.494915008544922,39.566680908203125,0.0,0.0,0.0,0.0,0.0,0,0,,25.20122718811035,39.55281066894531,0.0,0.0,0.0,0.0,0.0,0,0,,25.89126205444336,39.70420837402344,0.0,0.0,0.0,0.0,0.0,0,0,,26.558719635009766,39.93566131591797,0.0,0.0,0.0,0.0,0.0,0,0,,27.194345474243164,40.243961334228516,0.0,0.0,0.0,0.0,0.0,0,0,,27.884380340576172,40.39535903930664,0.0,0.0,0.0,0.0,0.0,0,0,,28.587427139282227,40.464603424072266,0.0,0.0,0.0,0.0,0.0,0,0,,29.293739318847656,40.45073318481445,0.0,0.0,0.0,0.0,0.0,0,0,,29.983774185180664,40.60213088989258,0.0,0.0,0.0,0.0,0.0,0,0,,30.65123176574707,40.83358383178711,0.0,0.0,0.0,0.0,0.0,0,0,,31.28685760498047,41.141883850097656,0.0,0.0,0.0,0.0,0.0,0,0,,31.976892471313477,41.29328155517578,0.0,0.0,0.0,0.0,0.0,0,0,,32.67993927001953,41.362525939941406,0.0,0.0,0.0,0.0,0.0,0,0,,33.386253356933594,41.348655700683594,0.0,0.0,0.0,0.0,0.0,0,0,,34.08604049682617,41.251861572265625,0.0,0.0,0.0,0.0,0.0,0,0,,34.78908920288086,41.32110595703125,0.0,0.0,0.0,0.0,0.0,0,0,,35.4791259765625,41.472503662109375,0.0,0.0,0.0,0.0,0.0,0,0,,36.146583557128906,41.703956604003906,0.0,0.0,0.0,0.0,0.0,0,0,,36.849632263183594,41.77320098876953,0.0,0.0,0.0,0.0,0.0,0,0,,37.555946350097656,41.75933074951172,0.0,0.0,0.0,0.0,0.0,0,0,,38.255733489990234,41.66253662109375,0.0,0.0,0.0,0.0,0.0,0,0,,38.95878219604492,41.731781005859375,0.0,0.0,0.0,0.0,0.0,0,0,,39.64881896972656,41.8831787109375,0.0,0.0,0.0,0.0,0.0,0,0,,40.34697341918945,41.99375534057617,0.0,0.0,0.0,0.0,0.0,0,0,,41.045127868652344,42.104331970214844,0.0,0.0,0.0,0.0,0.0,0,0,,41.751441955566406,42.09046173095703,0.0,0.0,0.0,0.0,0.0,0,0,,42.451229095458984,41.99366760253906,0.0,0.0,0.0,0.0,0.0,0,0,,43.134788513183594,41.8152961730957,0.0,0.0,0.0,0.0,0.0,0,0,,43.841102600097656,41.80142593383789,0.0,0.0,0.0,0.0,0.0,0,0,,44.544151306152344,41.870670318603516,0.0,0.0,0.0,0.0,0.0,0,0,,45.234188079833984,42.02206802368164,0.0,0.0,0.0,0.0,0.0,0,0,,45.90164566040039,42.25352096557617,0.0,0.0,0.0,0.0,0.0,0,0,,46.53727340698242,42.56182098388672,0.0,0.0,0.0,0.0,0.0,0,0,,47.13225555419922,42.94269561767578,0.0,0.0,0.0,0.0,0.0,0,0,,47.748985290527344,43.288082122802734,0.0,0.0,0.0,0.0,0.0,0,0,,48.29507827758789,43.73624801635742,0.0,0.0,0.0,0.0,0.0,0,0,,48.93070602416992,44.04454803466797,0.0,0.0,0.0,0.0,0.0,0,0,,49.59816360473633,44.2760009765625,0.0,0.0,0.0,0.0,0.0,0,0,,50.28820037841797,44.427398681640625,0.0,0.0,0.0,0.0,0.0,0,0,,50.991249084472656,44.49664306640625,0.0,0.0,0.0,0.0,0.0,0,0,,51.69756317138672,44.48277282714844,0.0,0.0,0.0,0.0,0.0,0,0,,52.3973503112793,44.38597869873047,0.0,0.0,0.0,0.0,0.0,0,0,,53.080909729003906,44.20760726928711,0.0,0.0,0.0,0.0,0.0,0,0,,53.738765716552734,43.95012664794922,0.0,0.0,0.0,0.0,0.0,0,0,,54.36179733276367,43.61710739135742,0.0,0.0,0.0,0.0,0.0,0,0,,54.941368103027344,43.21316909790039,0.0,0.0,0.0,0.0,0.0,0,0,,55.469444274902344,42.7439079284668,0.0,0.0,0.0,0.0,0.0,0,0,,55.93870544433594,42.2158317565918,0.0,0.0,0.0,0.0,0.0,0,0,,56.34264373779297,41.636260986328125,0.0,0.0,0.0,0.0,0.0,0,0,,56.675662994384766,41.01322937011719,0.0,0.0,0.0,0.0,0.0,0,0,,56.933143615722656,40.35537338256836,0.0,0.0,0.0,0.0,0.0,0,0,,57.111515045166016,39.67181396484375,0.0,0.0,0.0,0.0,0.0,0,0,,57.20830535888672,38.97202682495117,0.0,0.0,0.0,0.0,0.0,0,0,,57.22217559814453,38.26571273803711,0.0,0.0,0.0,0.0,0.0,0,0,,57.291419982910156,38.9687614440918,0.0,0.0,0.0,0.0,0.0,0,0,,57.44281768798828,39.65879821777344,0.0,0.0,0.0,0.0,0.0,0,0,,57.67427062988281,40.326255798339844,0.0,0.0,0.0,0.0,0.0,0,0,,57.98257064819336,40.961883544921875,0.0,0.0,0.0,0.0,0.0,0,0,,58.36344528198242,41.55686569213867,0.0,0.0,0.0,0.0,0.0,0,0,,58.81161117553711,42.10295867919922,0.0,0.0,0.0,0.0,0.0,0,0,,59.320858001708984,42.59259033203125,0.0,0.0,0.0,0.0,0.0,0,0,,59.884124755859375,43.01897048950195,0.0,0.0,0.0,0.0,0.0,0,0,,60.49360275268555,43.376190185546875,0.0,0.0,0.0,0.0,0.0,0,0,,61.14084243774414,43.659297943115234,0.0,0.0,0.0,0.0,0.0,0,0,,61.816871643066406,43.8643684387207,0.0,0.0,0.0,0.0,0.0,0,0,,62.5123176574707,43.98855972290039,0.0,0.0,0.0,0.0,0.0,0,0,,63.2175407409668,44.030147552490234,0.0,0.0,0.0,0.0,0.0,0,0,,63.92276382446289,43.98855972290039,0.0,0.0,0.0,0.0,0.0
